date,issue,estimated_gain,accepted,up_kwh,down_kwh
2025-06-12,12,350.241642,True,0.000000,32.358568
2025-06-12,18,2529.783698,True,1362.389360,0.000000
2025-06-13,6,993.166359,True,400.356920,379.548816
2025-06-13,12,-4477.500830,False,63.924194,0.000000
2025-06-13,18,5128.285998,True,2697.814248,0.000000
2025-06-14,6,1268.046785,True,454.617528,0.000000
2025-06-14,12,510.859090,True,0.000000,444.963612
2025-06-14,18,10762.408939,True,1518.501770,0.000000
2025-06-15,6,13423.517884,True,2788.930456,34.061310
2025-06-15,12,9615.664758,True,1396.829855,111.796395
2025-06-15,18,6376.501897,True,234.320976,0.000000
2025-06-16,6,13542.656532,True,2873.134557,0.000000
2025-06-16,12,2774.982058,True,30.196813,0.000000
2025-06-16,18,7637.345804,True,467.937414,0.000000
2025-06-17,6,14623.081778,True,2783.391856,0.000000
2025-06-17,12,3758.648934,True,0.000000,69.244861
2025-06-17,18,6755.717935,True,13.986088,0.000000
2025-06-18,6,12667.354925,True,2616.261996,0.000000
2025-06-18,12,5013.796392,True,0.000000,2948.284878
2025-06-18,18,6652.806891,True,0.000000,655.561473
2025-06-19,6,1548.843338,True,115.677933,2492.951578
2025-06-19,12,8305.468455,True,2653.944215,0.000000
2025-06-19,18,-7765.454316,False,0.000000,40.385997
2025-06-20,6,40.185715,False,0.000000,51.329317
2025-06-20,12,-681.557504,False,0.000000,351.246160
2025-06-20,18,-13239.128071,False,0.000000,540.709237
2025-06-21,6,185.572521,False,0.000000,0.000000
2025-06-21,12,14.492435,False,0.000000,0.000000
2025-06-21,18,3678.914463,True,0.000000,228.628937
2025-06-22,6,6722.311773,True,1318.432322,271.046227
2025-06-22,12,4133.744477,True,1612.876499,0.000000
2025-06-22,18,5689.922577,True,0.000000,501.370883
2025-06-23,6,222.776341,False,55.132566,0.000000
2025-06-23,12,1586.017174,True,0.000000,849.120970
2025-06-23,18,5746.609235,True,0.000000,0.000000
2025-06-24,6,156.967179,False,231.608143,397.183457
2025-06-24,12,807.861764,True,0.000000,446.120620
2025-06-24,18,6299.371855,True,0.000000,120.444526
2025-06-25,6,1844.834864,True,331.211139,0.000000
2025-06-25,12,9255.802919,True,1367.343855,392.440111
2025-06-25,18,6045.359973,True,0.000000,322.272631
2025-06-26,6,7037.284490,True,1532.221297,59.712542
2025-06-26,12,-2771.991564,False,855.836636,0.000000
2025-06-26,18,-5524.889900,False,0.000000,136.688173
2025-06-27,6,28.191327,False,0.000000,671.799510
2025-06-27,12,-1245.126897,False,0.000000,1367.061928
2025-06-27,18,-5316.168220,False,0.000000,652.510333
2025-06-28,6,328.249371,True,0.000000,0.000000
2025-06-28,12,746.641915,True,0.000000,0.000000
2025-06-28,18,5327.176215,True,0.000000,422.178728
2025-06-29,6,12232.641578,True,2411.637503,0.000000
2025-06-29,12,20115.248897,True,6306.658703,0.000000
2025-06-29,18,5826.965310,True,0.000000,987.234232
