date,plan_cost,up_cost,down_net_cost,emergency_cost,total_cost,inventory_adjusted_cost,plan_kwh,emergency_kwh,up_kwh,down_kwh,charge_kwh,discharge_kwh,spill_kwh,soc_start,soc_end,balance_error,dynamics_error
2025-08-29,25048.2396249392,461.7677393849,-617.6578090055,704.2067635855,25596.5563189041,25642.1863527899,41731.7003891689,117.4601917894,229.2627691459,1241.7131375899,14337.1544746342,11712.6381555540,15656.9735434341,1318.2731692666,1207.6698013774,0.0000000000,0.0000000000
2025-08-30,24000.0473281282,257.2940864616,-223.9248278743,98.5181331807,24131.9347198961,24135.0989390644,40325.4477271407,46.4483189652,169.0450281953,534.8506610668,13754.9872531768,11148.4424963128,18886.8258230371,1207.6698013774,1200.0000000000,0.0000000000,0.0000000000
2025-08-31,45180.5208099265,2337.8332272553,-356.2041835046,1785.1159032529,48947.2657569301,48797.0927743009,69230.8523948050,260.3720906190,2292.7576171726,839.5007377802,20175.0557582869,16014.1891423174,136.9916655135,1200.0000000000,1564.0066909945,0.0000000000,0.0000000000
2025-09-01,49080.1050956339,656.1273640122,-3921.2133504002,0.0000000000,45815.0191092459,45009.6714258309,78120.9417688004,0.0000000000,547.8171698933,11904.2225623015,19329.3176746486,13899.8617156946,7760.9458841048,1564.0066909945,3516.1018029620,0.0000000000,0.0000000000
2025-09-02,42852.6360398597,2894.6501921067,-1446.4482347364,0.0000000000,44300.8379972300,44012.0820946615,66433.5369135673,0.0000000000,3372.0364239454,3162.3353181532,20030.3347266595,15594.6430890561,8149.7905317560,3516.1018029620,4216.0218468933,0.0000000000,0.0000000000
2025-09-03,45089.6591450576,960.9379816457,-1927.3879239094,50.1447603679,44173.3539631618,44298.3934838860,69617.1899227309,7.4476103324,874.9012402020,5183.2802487511,16382.1420339212,13542.3118096270,6928.7110502199,4216.0218468933,3912.9365556146,0.0000000000,0.0000000000
2025-09-04,44954.1177203679,552.1512808198,-1914.5179549226,0.0000000000,43591.7510462651,43588.5296476620,67945.4429668532,0.0000000000,546.8763139799,4146.4192506234,18873.5713731707,15280.5652526978,6827.3283597367,3912.9365556146,3920.7449551374,0.0000000000,0.0000000000
2025-09-05,22648.9661068725,344.6286513425,-1970.1471738043,0.0000000000,21023.4475844107,21286.0116798311,36851.7626754703,0.0000000000,298.8760016686,3594.3965591525,12263.6662837243,10506.3596636669,24974.6738312623,3920.7449551374,3284.3116508594,0.0000000000,0.0000000000
2025-09-06,22736.7821081833,678.7285915504,-1610.5108138185,0.0000000000,21804.9998859152,21450.1473296854,37541.5943753613,0.0000000000,528.2666276700,2905.2300645158,13609.2817364555,10249.3987060007,24083.6642080607,3284.3116508594,4144.4444292241,0.0000000000,0.0000000000
2025-09-07,42228.1411607585,2272.0331293652,-1401.7116696814,0.0000000000,43098.4626204423,43257.8160351362,63912.4164308621,0.0000000000,2874.7145599971,2706.9784735962,18637.7704650873,15444.2274349271,5925.6258704361,4144.4444292241,3758.1851423281,0.0000000000,0.0000000000
2025-09-08,42291.0460769320,2251.0756025433,-947.2856223238,0.0000000000,43594.8360571515,43954.2033586785,66502.6968810187,0.0000000000,2025.3172129056,3225.2328522110,17149.1370168123,14674.7695110536,3432.8442026213,3758.1851423281,2887.1090007329,0.0000000000,0.0000000000
2025-09-09,38208.7400963798,2073.2468961333,-482.3965659804,0.0000000000,39799.5904265328,39978.6523017439,59024.3756533597,0.0000000000,1753.4254824760,969.6794996141,18462.2706090460,15345.0670385225,3588.0837990314,2887.1090007329,2453.0780616271,0.0000000000,0.0000000000
