day,generation,best,mean
2025-10-20,97,50341.8678036620,54405.8646135351
2025-10-20,98,50341.8678036620,54149.0129314510
2025-10-20,99,50341.8678036620,53896.0288971642
2025-10-20,100,50290.1253017641,53850.4479604764
2025-10-20,101,50290.1253017641,54049.0707442883
2025-10-20,102,50290.1253017641,53981.9670480516
2025-10-20,103,50290.1253017641,54193.9844257852
2025-10-20,104,50180.1987387741,53821.8134289125
2025-10-20,105,50180.1987387741,53873.6341002966
2025-10-20,106,50180.1987387741,54268.8612631197
2025-10-20,107,50180.1987387741,53880.2883251970
2025-10-20,108,50180.1987387741,54022.7561442948
2025-10-20,109,49890.5013300708,54159.7645244126
2025-10-20,110,49890.5013300708,54361.0654804721
2025-10-20,111,49890.5013300708,54383.1511804379
2025-10-20,112,49890.5013300708,54290.4976171068
2025-10-20,113,49890.5013300708,53873.7903407178
2025-10-20,114,49890.5013300708,53678.7292951765
2025-10-20,115,49890.5013300708,53188.1864889519
2025-10-20,116,49890.5013300708,53889.8299594155
2025-10-20,117,49890.5013300708,53338.8200956019
2025-10-20,118,49890.5013300708,53649.7785837305
2025-10-20,119,49890.5013300708,52959.0488313790
2025-11-25,0,84723.8507632000,100111.8692591444
2025-11-25,1,84723.8507632000,97890.9496064607
2025-11-25,2,84246.0811028827,94664.0126575791
2025-11-25,3,81967.6042941678,91053.1895761298
2025-11-25,4,81351.8851132538,88384.6237484631
2025-11-25,5,78135.7649811537,86435.5725733633
2025-11-25,6,78135.7649811537,84298.8652470349
2025-11-25,7,76256.9914277981,82661.3077680220
2025-11-25,8,76233.0820649323,81508.6181778063
2025-11-25,9,76233.0820649323,80578.6107643589
2025-11-25,10,74096.8639370077,80043.7365501101
2025-11-25,11,71168.1645236867,78456.6499112211
2025-11-25,12,71168.1645236867,76948.1393179433
2025-11-25,13,70246.2793416046,76376.5082187259
2025-11-25,14,70044.6868033889,75295.2134102339
2025-11-25,15,68596.9813628707,74575.9824942927
2025-11-25,16,68274.1975004973,73732.5965813321
2025-11-25,17,67906.7126059300,73749.5719394090
2025-11-25,18,67906.7126059300,73499.0017454522
2025-11-25,19,67906.7126059300,74009.6077337640
2025-11-25,20,67906.7126059300,73391.1171825291
2025-11-25,21,67906.7126059300,73044.8908377232
2025-11-25,22,66955.4489218931,72030.8510173214
2025-11-25,23,66955.4489218931,72536.2581966916
2025-11-25,24,66010.2049507555,72162.2246496030
2025-11-25,25,66010.2049507555,71106.1736129915
2025-11-25,26,66010.2049507555,71046.3003059898
2025-11-25,27,66010.2049507555,70381.8546161831
2025-11-25,28,66010.2049507555,70249.4132203193
2025-11-25,29,66010.2049507555,70462.4407527439
2025-11-25,30,66010.2049507555,70510.5375477087
2025-11-25,31,66010.2049507555,70416.2052109016
2025-11-25,32,65913.2947497620,69981.1492089841
2025-11-25,33,65913.2947497620,70114.1459654287
2025-11-25,34,65838.3787691751,70366.5200356327
2025-11-25,35,65838.3787691751,69152.2953419571
2025-11-25,36,65816.2341070596,70016.1446154124
2025-11-25,37,65154.4546859833,69420.5886481424
2025-11-25,38,65154.4546859833,69676.3740484649
2025-11-25,39,65154.4546859833,69610.2370650428
2025-11-25,40,65154.4546859833,68757.4863337205
2025-11-25,41,65154.4546859833,69754.7636369780
2025-11-25,42,65154.4546859833,68910.0710139939
2025-11-25,43,65154.4546859833,68690.9780787776
2025-11-25,44,64846.3588617189,68759.4100235221
2025-11-25,45,64846.3588617189,68825.1848408694
2025-11-25,46,64846.3588617189,68846.9032901197
2025-11-25,47,64846.3588617189,68779.3255589191
2025-11-25,48,64713.9119849964,68090.9579553451
2025-11-25,49,64713.9119849964,68041.9112863793
2025-11-25,50,64713.9119849964,68728.0807927494
2025-11-25,51,64713.9119849964,68436.0442458911
2025-11-25,52,64713.9119849964,68455.6207882806
2025-11-25,53,64713.9119849964,68268.1552670889
2025-11-25,54,64310.4055690400,68002.0368784891
2025-11-25,55,64310.4055690400,68265.2703414381
2025-11-25,56,64310.4055690400,68431.0872977367
2025-11-25,57,64213.1173129233,68662.4738773063
2025-11-25,58,64213.1173129233,67956.3885559418
2025-11-25,59,64213.1173129233,67694.5655726866
2025-11-25,60,64169.0965406443,67759.4356701521
2025-11-25,61,64169.0965406443,67639.5059974152
2025-11-25,62,64169.0965406443,67872.3444476976
2025-11-25,63,64019.2709355421,68144.8324701435
2025-11-25,64,63876.1372895138,67250.1714472726
2025-11-25,65,63876.1372895138,67512.2318081915
2025-11-25,66,63876.1372895138,67249.1544149254
2025-11-25,67,63876.1372895138,67639.1207338192
2025-11-25,68,63272.5166757539,67524.9933799593
2025-11-25,69,63272.5166757539,67137.5996329359
2025-11-25,70,63272.5166757539,67787.0842664949
2025-11-25,71,63272.5166757539,67937.9342437806
2025-11-25,72,63272.5166757539,67496.7739798233
2025-11-25,73,63272.5166757539,67208.6988708360
2025-11-25,74,63272.5166757539,67446.4196588197
2025-11-25,75,63272.5166757539,67261.1001316986
2025-11-25,76,63255.6307789203,67131.4117681389
2025-11-25,77,63255.6307789203,67615.8483822522
2025-11-25,78,63255.6307789203,67891.1570278115
2025-11-25,79,63255.6307789203,67943.6465295973
2025-11-25,80,63255.6307789203,67825.3759282687
2025-11-25,81,63255.6307789203,67053.4003104301
2025-11-25,82,63255.6307789203,67180.6227868167
2025-11-25,83,63255.6307789203,66614.5865743521
2025-11-25,84,63255.6307789203,67423.3766579281
2025-11-25,85,63255.6307789203,66734.7965191823
2025-11-25,86,63255.6307789203,67153.5099533290
2025-11-25,87,63255.6307789203,67144.3799425223
2025-11-25,88,63255.6307789203,67051.7956692171
2025-11-25,89,63255.6307789203,66875.9626190942
2025-11-25,90,63054.2643475027,67207.9414742348
2025-11-25,91,63054.2643475027,66884.6037943652
2025-11-25,92,63054.2643475027,66905.7304648585
2025-11-25,93,63054.2643475027,66563.6760203504
2025-11-25,94,63054.2643475027,66040.4102004721
2025-11-25,95,63011.6252384495,66119.7968985765
2025-11-25,96,62912.4640777924,66432.5225264734
2025-11-25,97,62912.4640777924,65986.7225473687
2025-11-25,98,62912.4640777924,67444.2845398051
2025-11-25,99,62912.4640777924,66855.9553973981
2025-11-25,100,62912.4640777924,66712.2771865034
2025-11-25,101,62912.4640777924,66908.3804517962
2025-11-25,102,62912.4640777924,66612.8921097833
2025-11-25,103,62912.4640777924,66883.5599528091
2025-11-25,104,62912.4640777924,66758.2955176676
2025-11-25,105,62912.4640777924,67232.4773306875
2025-11-25,106,62912.4640777924,66850.1818013205
2025-11-25,107,62912.4640777924,66289.8132405128
2025-11-25,108,62912.4640777924,66201.4086781005
2025-11-25,109,62912.4640777924,66601.7495020401
2025-11-25,110,62912.4640777924,66671.8213161338
2025-11-25,111,62912.4640777924,66645.7987189707
2025-11-25,112,62912.4640777924,66416.4566341569
2025-11-25,113,62912.4640777924,66815.5410454844
2025-11-25,114,62912.4640777924,66704.4385431668
2025-11-25,115,62912.4640777924,66300.5769816056
2025-11-25,116,62912.4640777924,66425.7668401443
2025-11-25,117,62912.4640777924,66856.7841624208
2025-11-25,118,62912.4640777924,66348.2993500389
2025-11-25,119,62912.4640777924,66635.7798642165
2025-12-31,0,90577.6527767059,101226.0561962626
2025-12-31,1,90541.1621735845,99580.9276582129
2025-12-31,2,85940.4749080369,96748.7909938506
2025-12-31,3,84133.1143171232,93918.2958201968
2025-12-31,4,82235.2608835988,92067.9150741842
2025-12-31,5,82193.0415045071,89362.7899361444
2025-12-31,6,81939.7109191357,87305.5206358780
2025-12-31,7,81072.4457617221,86273.5607961167
2025-12-31,8,79609.8101346787,84634.0388057591
2025-12-31,9,76795.4338215902,83316.4837131826
2025-12-31,10,76696.2638421375,81987.2684131507
2025-12-31,11,75417.6875475085,80630.0001074152
2025-12-31,12,73911.2064912629,79627.6564744995
2025-12-31,13,73911.2064912629,79314.4903595673
2025-12-31,14,73421.4988707087,79560.5388428023
2025-12-31,15,73421.4988707087,78930.2782136033
2025-12-31,16,73343.5023105726,78743.4327366499
2025-12-31,17,73343.5023105726,78115.7666474702
2025-12-31,18,72733.8751038809,77596.3398521955
2025-12-31,19,72733.8751038809,77124.8940038260
2025-12-31,20,71463.1775073973,76456.2105746877
2025-12-31,21,71463.1775073973,75956.7585877970
2025-12-31,22,71458.7969142700,75808.2668215645
2025-12-31,23,71458.7969142700,76340.5120112267
2025-12-31,24,71458.7969142700,76533.5109123662
2025-12-31,25,71458.7969142700,76600.2699979480
2025-12-31,26,71458.7969142700,75969.4902080264
2025-12-31,27,71458.7969142700,75805.4170785895
2025-12-31,28,70991.9208125655,74903.9135198163
2025-12-31,29,70991.9208125655,75162.8676451120
2025-12-31,30,70991.9208125655,75338.3332381488
2025-12-31,31,70592.2024420094,76111.1865486999
2025-12-31,32,70425.0721933720,74960.1538731154
2025-12-31,33,70425.0721933720,74313.9561070507
2025-12-31,34,70400.3539494056,75049.6842467988
2025-12-31,35,70400.3539494056,74209.0344429197
2025-12-31,36,70400.3539494056,74232.8441589747
2025-12-31,37,69881.1410537598,74015.9962880965
2025-12-31,38,69881.1410537598,73923.9615020649
2025-12-31,39,69881.1410537598,73896.6000062798
2025-12-31,40,69580.0582556093,73960.7588782697
2025-12-31,41,69580.0582556093,73821.0814815880
2025-12-31,42,69580.0582556093,75363.3449645010
2025-12-31,43,69580.0582556093,74851.0075639993
2025-12-31,44,69580.0582556093,73887.3428984228
2025-12-31,45,69580.0582556093,73608.8998144491
2025-12-31,46,69058.9653445052,73091.2982122589
2025-12-31,47,69058.9653445052,73546.5979832732
2025-12-31,48,69058.9653445052,73381.6415511127
2025-12-31,49,69058.9653445052,73293.7657318363
2025-12-31,50,69058.9653445052,74420.7275109862
2025-12-31,51,69058.9653445052,74045.8701314607
2025-12-31,52,68783.5801613763,73589.2719206084
2025-12-31,53,68738.6361257105,73896.2458485598
2025-12-31,54,68738.6361257105,73147.5571591106
2025-12-31,55,68738.6361257105,73192.6388423586
2025-12-31,56,68738.6361257105,73342.0932799247
2025-12-31,57,68738.6361257105,72844.4606077585
2025-12-31,58,68738.6361257105,71922.5326556763
2025-12-31,59,68690.7326101092,71866.8780301435
2025-12-31,60,68690.7326101092,72533.5314472224
2025-12-31,61,68690.7326101092,72914.8136234782
2025-12-31,62,68690.7326101092,71754.7977706131
2025-12-31,63,68596.0306074993,71775.0794474205
2025-12-31,64,68596.0306074993,71749.0584365638
2025-12-31,65,68596.0306074993,73136.1237650697
2025-12-31,66,68591.9723148302,72288.1398157561
2025-12-31,67,68591.9723148302,71980.8396110744
2025-12-31,68,68591.9723148302,72977.3364307332
2025-12-31,69,68591.9723148302,72307.4648110205
2025-12-31,70,68591.9723148302,73197.2757446841
2025-12-31,71,68591.9723148302,72441.3030967921
2025-12-31,72,68591.9723148302,73410.0599993356
2025-12-31,73,68591.9723148302,72816.0684169010
2025-12-31,74,68591.9723148302,72823.3622503314
2025-12-31,75,68591.9723148302,72602.3275191225
2025-12-31,76,68591.9723148302,72546.4292823963
2025-12-31,77,68591.9723148302,73481.6320644055
2025-12-31,78,68591.9723148302,73444.2727537987
2025-12-31,79,68591.9723148302,72814.2708853870
2025-12-31,80,68591.9723148302,72679.2135624320
2025-12-31,81,68591.9723148302,72324.3127240724
2025-12-31,82,68591.9723148302,72368.8387753311
2025-12-31,83,68591.9723148302,73003.2501665176
2025-12-31,84,68591.9723148302,73460.2621306777
2025-12-31,85,68591.9723148302,72663.0683625872
2025-12-31,86,68591.9723148302,72919.3482667752
2025-12-31,87,68591.9723148302,73129.5296893905
2025-12-31,88,68591.9723148302,72481.7333354419
2025-12-31,89,68591.9723148302,73257.1248892797
2025-12-31,90,68591.9723148302,73164.2537716233
2025-12-31,91,68591.9723148302,72961.3524573599
2025-12-31,92,68591.9723148302,72924.0179477802
2025-12-31,93,68591.9723148302,73540.8447554907
2025-12-31,94,68591.9723148302,72909.9593493351
2025-12-31,95,68591.9723148302,72746.6052719122
2025-12-31,96,68591.9723148302,72523.0661327468
2025-12-31,97,68591.9723148302,71680.8527229051
2025-12-31,98,68402.2113218901,72553.2494904175
2025-12-31,99,68402.2113218901,72312.1336961378
2025-12-31,100,68402.2113218901,73152.4351663917
2025-12-31,101,68402.2113218901,72644.9890758669
2025-12-31,102,68402.2113218901,72712.6729544623
2025-12-31,103,68402.2113218901,72470.2517247218
2025-12-31,104,68118.4643012038,73077.0444137797
2025-12-31,105,68118.4643012038,72570.9644575762
2025-12-31,106,68118.4643012038,72710.0876594887
2025-12-31,107,68118.4643012038,71999.6088394642
2025-12-31,108,68118.4643012038,71721.3365874970
2025-12-31,109,68118.4643012038,73306.7882052444
2025-12-31,110,68118.4643012038,71877.7576260731
2025-12-31,111,68118.4643012038,71417.0346936919
2025-12-31,112,68118.4643012038,72947.7248108275
2025-12-31,113,68118.4643012038,72724.7363465000
2025-12-31,114,68118.4643012038,73100.7929488717
2025-12-31,115,68118.4643012038,72155.2725590609
2025-12-31,116,68118.4643012038,72390.6389879033
2025-12-31,117,68118.4643012038,72778.0146226805
2025-12-31,118,68118.4643012038,71607.3254747367
2025-12-31,119,67997.0419904290,71960.9274856672
