method,seed,date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,emergency_kwh,spill_kwh,charge_kwh,discharge_kwh,emergency_slot_count,emergency_day_count,emergency_event_count
WeeklyTrend,0,2025-02-25,48240.89871594505,1506.2173585499988,49747.11607449505,78549.45041716666,408.4847999999996,8715.372983333333,23269.67895,18848.439949499996,22,1,12
WeeklyTrend,0,2025-02-26,49035.29989866077,1708.091001483333,50743.390900144106,79225.53629783333,498.5369999999997,6491.718066666666,23250.03788333333,18832.5306855,22,1,13
WeeklyTrend,0,2025-02-27,47317.34671559419,4444.087845874998,51761.434561469185,77117.34259567902,1001.2950166666664,6862.345366666668,22630.04234567901,18330.3343,29,1,10
WeeklyTrend,0,2025-02-28,18370.561865714626,1367.9282442499964,19738.490109964623,35650.35795452675,341.86166666666577,9261.057591999997,18097.72883786008,14659.160358666666,20,1,13
WeeklyTrend,0,2025-03-01,18599.12463999012,1581.8306419583341,20180.955281948456,35750.75541872428,357.8742666666669,9075.23090432099,17761.22551440329,14386.592666666662,16,1,11
WeeklyTrend,0,2025-03-02,47650.1644553895,14683.687547341664,62333.85200273117,77837.31220246913,3497.4940499999993,4612.026766666668,22970.9074691358,18606.43505,46,1,12
WeeklyTrend,0,2025-03-03,45914.3299297628,18097.15689526667,64011.48682502947,74996.9833117284,4340.600816666669,3006.789583333334,22703.410061728388,18389.762149999995,69,1,16
WeeklyTrend,0,2025-03-04,44920.982501733575,12462.491468950007,57383.47397068358,73359.36674279833,3474.813116666669,3440.469916666666,22075.010576131688,17880.758566666667,55,1,13
WeeklyTrend,0,2025-03-05,47599.032651803325,1301.8403077666658,48900.87295956999,77736.23585233334,304.9816999999998,7472.323983333334,23360.113433333332,18921.691881,14,1,9
WeeklyTrend,0,2025-03-06,46848.494241290115,2216.153852833336,49064.64809412345,75724.8475993827,737.8244666666676,6062.256983333331,23472.42604938271,19012.6651,36,1,16
WeeklyTrend,0,2025-03-07,17949.589518059507,902.8383623333327,18852.42788039284,34587.58839176955,268.06373333333306,10638.652599588473,17340.599958847735,14045.885966666667,16,1,11
WeeklyTrend,0,2025-03-08,17541.54044223533,1119.419766808332,18660.960209043664,33399.5466510288,388.4278333333331,11533.117766666664,16798.51158436214,13606.79438333333,24,1,10
WeeklyTrend,0,2025-03-09,50149.122941942405,1304.4116069666684,51453.534548909076,81250.62410596706,364.48875000000015,13603.591499999999,24621.03318930041,19943.036883333334,24,1,11
WeeklyTrend,0,2025-03-10,49821.342149522156,2385.0845180749957,52206.42666759715,80466.55325061729,758.494299999999,8664.693966666666,23780.432283950613,19262.150149999994,29,1,12
WeeklyTrend,0,2025-03-11,47319.94925614954,1156.7676912333309,48476.716947382876,77577.24941216665,319.05364999999955,9513.155166666667,23390.679449999996,18946.450354499997,27,1,16
WeeklyTrend,0,2025-03-12,45331.74110818526,1880.3369650416666,47212.07807322693,74392.24182757201,546.1594999999998,8155.867133333333,22878.944794238683,18531.945283333334,29,1,14
WeeklyTrend,0,2025-03-13,45175.917999882586,10112.55558834167,55288.47358822425,74149.60325378805,2494.0133,4793.229433333332,22656.679493621396,18351.910389833334,50,1,13
WeeklyTrend,0,2025-03-14,16825.855303166667,1162.1903624083327,17988.045665575,32085.090699999997,351.56253333333336,13364.77442916667,16012.909583333327,12970.456762499996,24,1,13
WeeklyTrend,0,2025-03-15,16917.52552190166,1308.8600981,18226.38562000166,32449.94998333333,356.0922166666669,8839.343655166665,16013.544183333332,12970.970788499999,23,1,12
WeeklyTrend,0,2025-03-16,44197.06035250893,5015.399499783336,49212.45985229227,72620.15323930042,1434.5562833333342,6364.364083333334,22838.413189300412,18499.114683333333,46,1,19
WeeklyTrend,0,2025-03-17,46922.624801403326,960.8415112500015,47883.46631265333,77421.65656666666,233.5609500000004,15395.419416666666,23166.666666666664,18765.0,15,1,10
WeeklyTrend,0,2025-03-18,44178.633133532654,4715.988143108336,48894.62127664099,72988.74137333332,1057.4151666666671,8654.69513333333,22450.015999999996,18184.51296,28,1,11
WeeklyTrend,0,2025-03-19,43464.83375657477,1716.7523799500007,45181.58613652477,71793.07731502058,373.2162000000001,8492.889683333335,22147.017798353914,17939.084416666665,19,1,11
WeeklyTrend,0,2025-03-20,46793.21890849667,1749.4019140249995,48542.62082252167,76804.41171666667,479.63101666666665,10673.414249999998,23166.666666666664,18764.999999999996,28,1,12
WeeklyTrend,0,2025-03-21,16395.641917178335,1112.2315266500007,17507.873443828335,31505.38233333333,391.7066999999999,16819.801255349797,16020.122427983535,12976.299166666666,24,1,13
WeeklyTrend,0,2025-03-22,16763.55990926833,504.1558266666669,17267.715735934995,32230.434099999995,178.6316833333334,13487.86605,15999.999999999998,12960.000000000004,15,1,10
WeeklyTrend,0,2025-03-23,43673.069792111004,2888.8023142333313,46561.87210634434,72172.14395499999,774.0601166666665,9923.074700000001,22386.364499999996,18132.955244999997,25,1,13
WeeklyTrend,0,2025-03-24,40082.598305639316,5009.825198141671,45092.423503780985,66662.6626026749,1226.571600000001,5811.266033333334,21470.900452674894,17391.429366666667,49,1,22
WeeklyTrend,0,2025-03-25,42234.34332940948,4578.880529233335,46813.223858642814,69843.50336584362,1253.3001333333336,5909.770666666666,22299.516399176948,18062.60828333333,41,1,19
WeeklyTrend,0,2025-03-26,41102.97211237,507.5444678083346,41610.51658017834,67996.4304888889,177.98418333333365,8430.890480833335,21847.206972222222,17696.2376475,21,1,14
WeeklyTrend,0,2025-03-27,42599.748912009745,779.2478118500013,43378.996723859746,70299.45692386832,285.4547500000003,7728.311,21787.427757201644,17647.816483333332,19,1,9
WeeklyTrend,0,2025-03-28,15765.960126168331,1457.2342165916652,17223.194342759998,30902.1884,396.7778999999995,17437.08553333333,15999.999999999998,12959.999999999996,19,1,10
WeeklyTrend,0,2025-03-29,15695.747994838335,781.391017299999,16477.139012138334,30826.890916666667,194.00911666666653,20273.410639094647,16001.474794238682,12961.19458333333,18,1,12
WeeklyTrend,0,2025-03-30,39992.58778909301,5547.637283741666,45540.22507283468,66488.54364650205,1213.4282999999998,8296.038529166668,21370.072196502053,17309.758479166667,26,1,16
WeeklyTrend,0,2025-03-31,39763.51505844216,5593.903206033334,45357.41826447549,66032.19580781892,1479.6952333333334,6410.043383333335,21844.516707818926,17694.058533333333,34,1,14
WeeklyTrend,0,2025-04-01,38543.18630315761,11000.626270987676,49543.81257414528,64460.34033469577,3669.4770297619034,3847.826030178576,21437.577987433862,17364.43816982143,54,1,16
WeeklyTrend,0,2025-04-02,37181.87845256702,18149.693606463465,55331.572059030485,62319.86859967887,4976.487692380949,2790.779849226195,21422.32127807172,17352.080235238092,60,1,16
WeeklyTrend,0,2025-04-03,40323.05396265414,3121.9937657112387,43445.04772836538,67537.41674047854,735.6441948809495,8373.856213154766,21240.391871252934,17204.717415714877,32,1,14
WeeklyTrend,0,2025-04-04,15015.73467727287,892.663014096696,15908.397691369566,29811.758844642856,222.5224542261902,20563.47904886905,15999.999999999996,12959.999999999996,19,1,11
WeeklyTrend,0,2025-04-05,15119.675281856833,3441.499003659794,18561.174285516627,29970.304233869047,864.8331249404766,15751.022375476194,15999.999999999995,12960.0,30,1,12
WeeklyTrend,0,2025-04-06,38469.62578644772,1997.4741883971976,40467.09997484492,64894.07458719282,503.5611647023799,6875.939240357147,21640.106551954734,17528.48630708333,22,1,10
WeeklyTrend,0,2025-04-07,38474.27677236747,929.3808566681544,39403.657629035624,64912.61595365284,350.7682236904757,7912.774021369049,21620.478277057613,17512.587404416667,23,1,11
WeeklyTrend,0,2025-04-08,39588.18292025648,3770.560183919599,43358.74310417607,67031.77274687609,831.6494383928543,9388.906531904766,21691.168614197526,17569.8465775,34,1,12
WeeklyTrend,0,2025-04-09,38284.21614821444,9283.426956461433,47567.643104675866,64451.19842284465,2610.5776020238104,3860.7700644642864,21403.657598618458,17336.96265488095,47,1,15
WeeklyTrend,0,2025-04-10,39029.966461746866,3471.496317015002,42501.46277876187,65462.23158321575,746.9265448214288,7604.430646964288,21810.99779512052,17666.908214047624,32,1,15
WeeklyTrend,0,2025-04-11,14612.223443049546,1704.2284994513734,16316.45194250092,29248.01456208333,406.800484761906,21298.164880178563,16000.0,12960.0,27,1,13
WeeklyTrend,0,2025-04-12,14898.099425422846,854.123274452114,15752.222699874961,29560.828476071427,196.66714630952396,17687.29860369226,16026.507729940477,12981.471261251783,11,1,7
WeeklyTrend,0,2025-04-13,37585.70225801499,2721.9982932125895,40307.70055122758,63594.06648599133,623.1783621428565,5838.051017440481,21593.87024926514,17491.034901904764,34,1,12
WeeklyTrend,0,2025-04-14,37319.59313576354,2849.930167470471,40169.52330323401,63021.59400132862,671.4701886904757,7227.368706325596,20724.54570365006,16786.882019956545,30,1,15
WeeklyTrend,0,2025-04-15,38809.81524043289,1148.8046703209488,39958.619910753834,65405.81373305711,266.6887219047611,11452.354282083332,21477.470208132712,17396.7508685875,12,1,8
WeeklyTrend,0,2025-04-16,38633.765510192905,1467.8905357316605,40101.65604592457,65534.284818356115,414.0396383928559,6146.040586762201,21172.06273677249,17149.37081678572,23,1,12
WeeklyTrend,0,2025-04-17,37595.7069650269,733.6573592289187,38329.36432425582,63151.48219974426,224.50591102619148,6458.351749404763,21312.073744029985,17262.779732664287,17,1,13
WeeklyTrend,0,2025-04-18,14144.784500382344,951.775577970865,15096.56007835321,28442.744356011895,310.3659520238099,19358.993124702378,16000.0,12960.000000000004,20,1,10
WeeklyTrend,0,2025-04-19,14161.211780069283,1071.2725891947293,15232.484369264013,28312.4784335119,340.0968616666662,18827.89604517857,15999.999999999995,12960.000000000002,20,1,9
WeeklyTrend,0,2025-04-20,37025.568014073164,2217.1264269949725,39242.69444106814,62891.764300443116,517.4171932738097,7404.813295059527,21298.017449074076,17251.39413375,25,1,17
WeeklyTrend,0,2025-04-21,36313.33261517372,1653.1654106036567,37966.49802577738,61882.78769717812,456.2961098809516,9863.413857142856,20835.576666225752,16876.817099642856,29,1,13
WeeklyTrend,0,2025-04-22,36540.199942976076,1255.1220762240494,37795.322019200124,61597.20931947824,464.0764395833338,5999.551153214284,20572.659416740156,16663.854127559523,27,1,14
WeeklyTrend,0,2025-04-23,38090.25337926679,821.1479404543707,38911.40131972116,65241.092669120364,222.21265684523746,9945.292712619052,21674.188929894175,17556.09303321429,20,1,12
WeeklyTrend,0,2025-04-24,36384.56309062005,792.8389195749426,37177.40201019499,61516.38641180629,176.4513188690479,10564.649561547621,21253.060363830096,17214.97889470238,15,1,12
WeeklyTrend,0,2025-04-25,13485.313658592848,635.5069027268776,14120.820561319726,27646.763300952378,165.93463375000084,22772.34028470238,16000.0,12960.0,12,1,9
WeeklyTrend,0,2025-04-26,13438.76315840158,1485.528634206906,14924.291792608487,27456.427410595235,396.92070690476214,24742.906745654756,16001.303886904765,12961.056148392858,25,1,13
WeeklyTrend,0,2025-04-27,34472.66053414166,3722.1493461040154,38194.80988024567,58412.088454490004,953.6104119642849,6957.820660416668,20181.089593180477,16346.682570476189,35,1,10
WeeklyTrend,0,2025-04-28,33357.60198611,23204.697881253178,56562.29986736318,56358.93945476631,6281.907696726188,2257.022520595239,19799.24902226631,16037.391708035715,71,1,12
WeeklyTrend,0,2025-04-29,35813.54297830574,2353.2195433724955,38166.76252167823,60487.50838178645,553.8634062499989,9830.79349089286,19880.866213036446,16103.501632559524,16,1,7
WeeklyTrend,0,2025-04-30,36560.97583192312,1350.121488634286,37911.097320557405,62210.204448999124,372.6961379761906,10548.953929047622,19879.43276102293,16102.340536428574,22,1,11
WeeklyTrend,0,2025-05-01,34599.00583921499,12092.67424333394,46691.680082548926,57934.702060619646,2689.974450357139,5940.8388793452405,19328.730692797613,15656.271861166071,64,1,13
WeeklyTrend,0,2025-05-02,13775.251100902231,15505.445812327715,29280.696913229945,27648.04750785714,3538.3407054511954,13855.676238214288,16002.062588214285,12961.67069645357,79,1,14
WeeklyTrend,0,2025-05-03,14724.555133865086,5391.655469886189,20116.210603751275,28800.026449999994,1095.1181782738095,17987.972978273807,16000.0,12960.0,30,1,10
WeeklyTrend,0,2025-05-04,39354.789976680084,3947.568523976034,43302.35850065612,65609.17079129629,993.4637080357119,10836.498235595242,21218.257528439153,17186.788598035717,42,1,16
WeeklyTrend,0,2025-05-05,40298.13265877674,6141.340682772048,46439.473341548786,67536.54379811067,1411.5684213095228,9951.117819285715,20636.776842813048,16715.789242678573,42,1,16
WeeklyTrend,0,2025-05-06,39059.88068918366,6943.001369611989,46002.88205879564,64218.727697775576,1644.8861914880938,9248.650186369048,19709.90176962081,15965.020433392856,39,1,13
WeeklyTrend,0,2025-05-07,40136.87805994723,3781.9342860711618,43918.81234601839,67162.39054775573,795.3047813095238,8976.072933794096,20598.82339616402,16685.046950892855,29,1,13
WeeklyTrend,0,2025-05-08,41565.26784588501,4456.58864179003,46021.856487675046,67443.93198845237,1250.8719290476192,8801.270291250003,21405.374874999998,17338.353648749995,27,1,13
WeeklyTrend,0,2025-05-09,17911.746274253397,183.73314183386975,18095.479416087266,32574.638351249996,85.3212768452384,21120.573778095233,16000.000000000004,12960.000000000002,8,1,4
WeeklyTrend,0,2025-05-10,17435.52788018116,221.5941106738995,17657.12199085506,31934.785801607133,80.57985720238133,16854.320375476193,15999.999999999996,12960.0,10,1,9
WeeklyTrend,0,2025-05-11,41289.610727182204,1667.4642780294034,42957.075005211605,67909.94037388155,430.14241166666625,8856.213986785719,21051.52481804821,17051.735102619048,27,1,12
WeeklyTrend,0,2025-05-12,43444.36298303867,1318.0445951349136,44762.40757817358,71288.1653051984,506.87969017857245,15655.116728928575,22151.226490079363,17942.493456964286,14,1,7
WeeklyTrend,0,2025-05-13,41070.171356204715,545.4391724169909,41615.610528621706,67845.73188708848,156.18413047618992,10718.526578034984,21864.087751910636,17709.91107904762,8,1,6
WeeklyTrend,0,2025-05-14,41562.077051552085,732.2536499922319,42294.33070154432,68986.59023106334,263.5317966071427,12208.146280833338,21199.08928159906,17171.262318095236,15,1,8
WeeklyTrend,0,2025-05-15,41509.18599977056,1718.71768238705,43227.90368215761,68454.84900883821,435.64377476190384,12119.999982261908,21081.234305288803,17075.799787283926,18,1,10
WeeklyTrend,0,2025-05-16,16877.13543906556,575.3790205499724,17452.514459615533,31153.234700357134,210.3906006547627,25608.118767678563,16000.000000000002,12960.0,13,1,6
WeeklyTrend,0,2025-05-17,16564.7632349352,1015.7247648771769,17580.487999812376,30760.00744321428,328.7047421428583,17599.91310202381,15999.999999999995,12960.0,15,1,9
WeeklyTrend,0,2025-05-18,40113.70455237676,1924.5204037641338,42038.22495614089,66259.21882996031,593.7228519047612,9443.29862130466,19649.868213475893,15916.393252915474,25,1,12
WeeklyTrend,0,2025-05-19,40012.25731036972,1073.606367819137,41085.863678188856,66658.17394550778,197.62225857142857,15593.401370892856,19721.990964138735,15974.81268095238,8,1,7
WeeklyTrend,0,2025-05-20,38354.94738394273,4684.890753384492,43039.83813732722,63717.32768788947,1150.8845881547613,6534.100096726193,20035.354540270426,16228.637177619046,33,1,13
WeeklyTrend,0,2025-05-21,38948.49906655049,3444.9201123974667,42393.41917894795,64832.70966495885,906.5368516666657,10659.165422288364,19565.60953159906,15848.143720595235,26,1,13
WeeklyTrend,0,2025-05-22,39422.47332081526,505.049167782381,39927.52248859764,65018.619883715466,156.51708964285694,10618.310227738099,19685.241731334507,15945.045802380951,9,1,4
WeeklyTrend,0,2025-05-23,15727.840070623246,773.5558663258653,16501.395936949113,29604.64260458333,242.62486053571496,20386.318581785716,15999.999999999995,12960.0,16,1,8
WeeklyTrend,0,2025-05-24,15933.161224841464,591.273482729528,16524.434707570992,29796.405037202374,164.9458059523822,23166.849459821424,15999.999999999998,12960.0,15,1,9
WeeklyTrend,0,2025-05-25,37930.38162661576,1879.8567344779772,39810.23836109374,63092.279452823335,417.95070672619084,11326.71990988095,19150.00034913286,15511.50028279762,22,1,10
WeeklyTrend,0,2025-05-26,36552.287508357564,9652.885396941245,46205.17290529881,60095.49481428425,2928.740789999999,4788.073473087499,19243.83779577234,15587.508614575596,45,1,15
WeeklyTrend,0,2025-05-27,38496.05460376947,439.41940896223304,38935.474012731705,63936.483227153876,197.91650327380984,11053.378335357147,19424.49523721341,15733.841142142857,16,1,10
WeeklyTrend,0,2025-05-28,37412.47225849561,3899.7087883384884,41312.1810468341,61727.03836090609,1219.965429940477,7119.378629107144,18704.21611441799,15150.41505267857,41,1,19
WeeklyTrend,0,2025-05-29,37593.451675168195,4545.641120510831,42139.092795679026,62463.8930118614,1113.3562524404751,5771.023992023813,19453.167222516167,15757.065450238095,41,1,20
WeeklyTrend,0,2025-05-30,15218.854174482622,1800.4392016599131,17019.293376142534,29124.38352404761,491.9409311309527,19980.091188511906,15999.999999999995,12960.0,16,1,7
WeeklyTrend,0,2025-05-31,15395.389983591322,1582.059179027739,16977.44916261906,29384.015419047617,505.5413326190477,18458.519261671427,16009.768105238094,12967.912165242857,23,1,13
WeeklyTrend,0,2025-06-01,38063.77541116078,49859.40375492636,87923.17916608714,63516.54263753674,12634.739963095235,1157.878106488095,19834.622074441504,16066.043880297619,113,1,5
WeeklyTrend,0,2025-06-02,40875.59169901389,35673.418593442344,76549.01029245622,68087.70586077895,8693.842824166662,4125.798367976188,21131.278247207523,17116.335380238095,107,1,10
WeeklyTrend,0,2025-06-03,43052.87999732811,16387.23815987625,59440.118157204364,70980.2325787098,3875.0199110714293,2558.0033277976186,21604.64383500147,17499.76150635119,87,1,23
WeeklyTrend,0,2025-06-04,47022.66634671716,11946.32967181857,58968.996018535734,76484.44384984863,3282.1625737499994,5917.175569821429,22127.210721634336,17923.04068452381,62,1,16
WeeklyTrend,0,2025-06-05,50250.45227296984,4790.009632227586,55040.46190519742,80626.62978667769,1240.2023242857142,6408.129746964286,22680.970249118167,18371.585901785715,43,1,17
WeeklyTrend,0,2025-06-06,21438.325682267998,6192.912150146109,27631.237832414106,37497.204041666664,1856.8550965476204,5459.063738214287,15999.999999999996,12959.999999999998,40,1,16
WeeklyTrend,0,2025-06-07,23629.12497361537,2568.828020145131,26197.9529937605,41683.2171829997,810.5253238991726,8726.91436184523,13896.394623089358,11256.079644702379,21,1,9
WeeklyTrend,0,2025-06-08,61494.140422724726,35.24081983035669,61529.381242555086,96270.99612220238,8.046767857142754,26375.78629005953,24833.333333333332,20115.0,1,1,1
WeeklyTrend,0,2025-06-09,59572.44660563067,350.1145049945237,59922.561110625196,93293.55595339286,160.09460255952376,17802.604489285717,24833.333333333332,20115.0,4,1,3
WeeklyTrend,0,2025-06-10,58834.92908001828,143.75300812107136,58978.68208813935,92373.30232625,65.47062755952379,16101.995387142859,24833.333333333332,20115.0,3,1,2
WeeklyTrend,0,2025-06-11,58468.32397118147,2196.0627510549066,60664.38672223638,92614.53397855673,451.6878159523801,12283.019554285718,24730.29433450911,20031.53841095238,7,1,4
WeeklyTrend,0,2025-06-12,59598.015141576994,193.44081558669563,59791.45595716369,93432.57241331569,76.81066095238077,16334.216420833336,24856.711684744267,20133.93646464286,5,1,3
WeeklyTrend,0,2025-06-13,27387.834979326526,626.3713175307755,28014.2062968573,47368.770748594194,125.60099583333377,16309.555898988088,14944.748133891824,12105.24598845238,10,1,7
WeeklyTrend,0,2025-06-14,26337.303970107536,169.588277167588,26506.892247275126,46685.49724908582,79.31830880952327,17724.05492928571,14986.409887419162,12138.992008809522,5,1,4
WeeklyTrend,0,2025-06-15,56810.381405080036,380.8227466710136,57191.20415175105,89910.71901401014,74.40329607142891,14813.20592267858,23920.747652998234,19375.80559892857,5,1,2
WeeklyTrend,0,2025-06-16,58888.06403436324,259.4870019586019,59147.55103632184,92240.22284391019,104.67053011904784,14947.979689404767,24751.899305041152,20049.038437083334,5,1,3
WeeklyTrend,0,2025-06-17,57714.03969142789,2379.8446173760058,60093.8843088039,90912.91981422619,587.2101257142839,12144.78538994048,24833.333333333332,20115.0,15,1,8
WeeklyTrend,0,2025-06-18,59092.43569612499,135.6246534441088,59228.060349569096,92770.53349541666,53.23044178571445,17177.039703869053,24833.333333333332,20115.0,5,1,3
WeeklyTrend,0,2025-06-19,57070.93916187697,564.2535218548787,57635.19268373185,90060.04420482143,174.92162297619006,17257.12829446429,24833.333333333332,20115.0,9,1,6
WeeklyTrend,0,2025-06-20,25393.32511015868,118.57480813586393,25511.899918294544,44436.13753528953,53.43619208333354,19370.94463577013,14305.517061067017,11587.468819464284,4,1,4
WeeklyTrend,0,2025-06-21,23497.28463941898,596.0679739845847,24093.352613403564,41519.40747201866,159.90671261904788,19767.053017083334,13565.898776601998,10988.37800904762,11,1,7
WeeklyTrend,0,2025-06-22,52817.10455722886,227.46203005484983,53044.566587283705,84380.30818074662,95.90521226190441,12551.702254642862,23511.42125455614,19044.251216190474,4,1,3
WeeklyTrend,0,2025-06-23,53069.48647097727,441.7041035865483,53511.190574563814,84478.8697699211,162.1212575595239,13085.273318809526,23654.90372984788,19160.472021176785,9,1,7
WeeklyTrend,0,2025-06-24,51447.57285577992,12367.22257768958,63814.7954334695,82500.82307854088,3054.5149430357133,4820.777156607147,23504.045341944446,19038.276726974997,53,1,14
WeeklyTrend,0,2025-06-25,51417.70336799799,3302.0549850944326,54719.75835309242,82651.32709085318,920.1280429761899,8672.181849642864,23483.431144841274,19021.579227321432,22,1,8
WeeklyTrend,0,2025-06-26,49575.85099401981,2388.9935845912782,51964.84457861109,79788.36312938742,563.2128548809521,8414.752492440477,23102.313992076713,18712.874333582142,26,1,13
WeeklyTrend,0,2025-06-27,20233.608224991167,970.8049329136617,21204.41315790483,35851.51168582856,289.99090630952435,13518.37997119047,15007.772390952381,12156.295636671428,24,1,13
WeeklyTrend,0,2025-06-28,19182.966011479657,3670.8211389850358,22853.787150464694,34531.23978166666,932.9151781547635,10647.228843154755,16000.000000000004,12960.0,30,1,12
WeeklyTrend,0,2025-06-29,47414.09633325816,9403.275048697087,56817.37138195525,77144.35283829071,2587.3374133333346,6093.899696190478,23000.115905790713,18630.093883690475,50,1,15
WeeklyTrend,0,2025-06-30,49467.38397103937,5987.221935405201,55454.60590644457,79306.16084563786,1716.2974730357118,6758.5478729761935,23085.402433495,18699.17597113095,38,1,13
WeeklyTrend,0,2025-07-01,52829.68535057013,22313.530119551222,75143.21547012136,84468.77497151455,6329.322386071428,7492.756512142859,23362.088484788357,18923.29167267857,85,1,5
WeeklyTrend,0,2025-07-02,50561.053209337086,20451.706120900402,71012.75933023749,81490.9645755363,5708.848532619045,9881.425816785715,23229.58381422619,18815.962889523213,86,1,3
WeeklyTrend,0,2025-07-03,49365.15640452129,26553.199092160783,75918.35549668207,79084.46563811728,7187.664428630948,2335.3714181547625,21980.73534347443,17804.395628214286,105,1,12
WeeklyTrend,0,2025-07-04,24258.487535735007,6347.3424679184045,30605.830003653413,41828.07217553571,1669.134038392859,11576.140573757348,16001.04301844503,12960.844844940479,51,1,14
WeeklyTrend,0,2025-07-05,25523.51210778764,5175.816619867477,30699.328727655116,43974.20350005952,1219.997828750002,13364.121362142854,16000.0,12960.0,36,1,13
WeeklyTrend,0,2025-07-06,53063.12296354416,14552.553819704877,67615.67678324904,85077.06801504115,3330.9623545238087,4396.968584753824,22195.159130584943,17978.078895773808,59,1,19
WeeklyTrend,0,2025-07-07,55169.18036001573,957.3798186710718,56126.5601786868,87319.28107392332,363.97340720238117,9981.326838154764,22591.815138443562,18299.370262139288,17,1,9
WeeklyTrend,0,2025-07-08,59732.29618153144,642.3188835122562,60374.6150650437,93923.79405645514,161.53136404761761,14219.16418684524,22604.07482626764,18309.300609276783,10,1,4
WeeklyTrend,0,2025-07-09,56196.79760499546,2768.0178959857412,58964.8155009812,88731.62632897837,808.2211331547614,11271.176681071433,22157.60928628968,17947.66352189464,19,1,10
WeeklyTrend,0,2025-07-10,57612.99846808468,712.9126485933348,58325.91111667802,90452.37412603371,238.68117267857176,13462.136965238096,23027.868158636098,18652.573208495236,7,1,4
WeeklyTrend,0,2025-07-11,29383.447025823654,4717.8592592297455,34101.3062850534,48722.33556565476,1719.5067617034047,14870.805682019043,16064.523659679595,13012.264164340479,23,1,5
WeeklyTrend,0,2025-07-12,29064.446533406284,269.76136073506126,29334.207894141346,48569.51503422619,69.79605595238141,14514.430018927102,16003.356515358611,12962.718777440477,4,1,4
WeeklyTrend,0,2025-07-13,57574.82322699637,263.37942337782744,57838.202650374194,90899.7681056746,39.17879113095239,17363.037326964288,22674.67984126984,18366.490671428568,1,1,1
WeeklyTrend,0,2025-07-14,54493.413018342406,1196.3609752715772,55689.773993613984,86495.06757651275,225.68231720238091,10760.723609642857,21854.45824950323,17702.11118209762,10,1,7
WeeklyTrend,0,2025-07-15,58731.01436918993,4389.243557939104,63120.25792712903,91924.72533117578,1501.2951083928556,16373.545267916668,22649.60309641387,18346.17850809524,16,1,2
WeeklyTrend,0,2025-07-16,55255.246185527074,3218.272174907411,58473.518360434486,87672.93505213028,901.7930958928574,12305.47627684524,21761.51835707672,17626.82986923214,13,1,5
WeeklyTrend,0,2025-07-17,55526.959326961296,2860.6871872334214,58387.64651419472,87599.88709890988,628.0266665476188,11339.263838630957,21938.072948209876,17769.83908805,19,1,9
WeeklyTrend,0,2025-07-18,28329.098599985693,377.9599464142565,28707.05854639995,47305.15424214285,90.36800916666675,13081.27415130952,16000.000000000002,12960.0,4,1,3
WeeklyTrend,0,2025-07-19,28297.98171524583,37.5156198095229,28335.497335055356,47296.014762380946,13.843821428571289,17087.039533809526,15999.999999999996,12960.0,2,1,2
WeeklyTrend,0,2025-07-20,54342.75628860193,1474.4161990145521,55817.17248761648,85993.19517571942,447.91736148809485,10090.872110006614,22422.432687022334,18162.170476488096,10,1,7
WeeklyTrend,0,2025-07-21,53486.107634715765,3276.2029981659143,56762.31063288168,85238.19403026528,768.2339966666647,7913.469791428572,21595.83623949148,17492.627353988093,28,1,14
WeeklyTrend,0,2025-07-22,56302.50213767958,1826.9790340515478,58129.481171731124,89319.16504768882,447.2766407142859,11706.985826607146,22443.743395417398,18179.432150288092,12,1,6
WeeklyTrend,0,2025-07-23,54592.82808080192,2103.387525635025,56696.21560643694,86947.82914359789,479.53135702380825,8981.892801676195,22257.476748835976,18028.556166557144,15,1,9
WeeklyTrend,0,2025-07-24,55614.70096761237,3926.2593086248253,59540.960276237194,87681.11355082637,982.4179123214293,10682.601245952386,22970.83272208113,18606.374504885713,17,1,6
WeeklyTrend,0,2025-07-25,26651.25413263756,629.805605747353,27281.059738384913,45008.08816446428,153.71640446428586,15616.485002261903,15999.999999999996,12960.0,9,1,6
WeeklyTrend,0,2025-07-26,26760.309029787382,768.6190162214609,27528.928046008845,44887.96255172619,269.47764863095335,13648.348633690475,16000.0,12960.0,14,1,10
WeeklyTrend,0,2025-07-27,53419.466364023545,4279.357381669816,57698.823745693364,85006.08142701192,1078.926807380951,8129.489810357149,22475.413810714286,18205.085186678574,29,1,14
WeeklyTrend,0,2025-07-28,53553.181569613924,5878.706484209336,59431.88805382326,85357.5381245262,1423.2157798809499,4552.557565833335,22491.15318547619,18217.83408023571,43,1,18
WeeklyTrend,0,2025-07-29,55115.29155555287,3587.1289620893435,58702.42051764221,87435.68781363315,927.5787198809519,7981.577289880954,22697.0699664903,18384.626672857143,29,1,13
WeeklyTrend,0,2025-07-30,54658.057329330186,2278.307012777731,56936.36434210792,86997.0223043373,564.9564751785695,9200.38653827381,22412.30626969503,18153.968078452977,30,1,16
WeeklyTrend,0,2025-07-31,54987.56631149932,2123.213322002225,57110.779633501545,87149.2680781935,526.9886061309509,8688.726295416673,22592.284853900645,18299.750731659526,23,1,13
WeeklyTrend,0,2025-08-01,25525.139293959543,929.3629736641686,26454.50226762371,43494.04086410713,355.2963394047624,19556.717262153878,16006.633024691355,12965.372750000002,17,1,9
