method,seed,date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,planned_purchase_kwh,emergency_kwh,spill_kwh,charge_kwh,discharge_kwh,emergency_slot_count,emergency_day_count,emergency_event_count
MLP,2028,2025-11-06,49740.55023593188,3894.9402074856202,53635.4904434175,79610.3243991215,886.5561969847545,4677.482907447185,23420.069150837255,18970.25601217818,39,1,13
MLP,2028,2025-11-07,19756.231624299624,298.66853712252873,20054.900161422152,37270.737297464635,68.98060119741874,10461.91437549294,18733.37757808305,15174.03583824727,11,1,8
MLP,2028,2025-11-08,19774.991188706503,364.7880185043392,20139.779207210842,37172.063082152745,124.14023961674565,9985.373919695261,18524.327905653838,15004.705603579609,7,1,7
MLP,2028,2025-11-09,49877.571148652954,3047.6567522825735,52925.227900935526,80049.84966434338,726.6994391528987,5022.363683329617,23196.674930701716,18789.30669386839,33,1,14
MLP,2028,2025-11-10,50171.609338845235,3261.734792080477,53433.34413092571,80251.99595081914,831.9770716719465,2808.9997502269002,23244.89564349567,18828.365471231493,44,1,16
MLP,2028,2025-11-11,51484.574929840055,191.64049280625727,51676.21542264631,82146.6881345,76.07993938673218,6242.214707601925,23271.229997990296,18849.696298372142,10,1,9
MLP,2028,2025-11-12,51755.601914439314,616.6770774019542,52372.27899184127,82526.5907217868,128.66786145442828,7287.840686743186,23218.053402621237,18806.6232561232,11,1,8
MLP,2028,2025-11-13,51846.88832583334,1427.9930525173736,53274.881378350714,82218.09876992408,445.10380548580383,5847.439929511307,23262.58594332594,18842.694614094016,17,1,10
MLP,2028,2025-11-14,20068.678730716543,404.8435124319037,20473.522243148447,37784.543374543726,115.44910229444167,6651.1127244444015,19212.760275756656,15562.335823362891,9,1,8
MLP,2028,2025-11-15,20061.668855228378,697.57255913304,20759.24141436142,37495.60548876453,213.281736675682,5951.203415277125,18662.088913139072,15116.292019642648,14,1,10
MLP,2028,2025-11-16,52037.89445995605,2711.791656559242,54749.68611651529,83128.25800173383,605.5530239658106,4797.534967184739,23693.3246062188,19191.59293103723,34,1,19
MLP,2028,2025-11-17,52567.885165966654,1133.5559589101413,53701.441124876794,83560.06849671633,282.85963640266095,6673.485904030724,23545.725767131305,19072.037871376357,23,1,11
MLP,2028,2025-11-18,52596.72641050417,2034.0089978891215,54630.73540839329,83677.79196011956,566.2430960153192,4806.198894519004,23933.075412013462,19385.791083730906,28,1,13
MLP,2028,2025-11-19,52877.669636974795,1013.6625659652782,53891.33220294007,84169.9372536368,246.463098919706,4460.9047148105465,24143.073882873563,19555.88984512758,26,1,15
MLP,2028,2025-11-20,53346.2326784374,1157.5784380684504,54503.81111650585,84527.72489853726,293.35359797074364,5451.873242357638,24084.890635879125,19508.76141506209,22,1,14
MLP,2028,2025-11-21,20584.24712281658,470.4952743867658,21054.742397203347,38830.98471375107,157.27283121456188,6418.245709565806,19503.304045964032,15797.676277230868,16,1,9
MLP,2028,2025-11-22,20814.362259871705,470.9192468093855,21285.28150668109,39155.077896332965,160.31782982082268,5446.9013638746965,19203.499362872433,15554.834483926667,19,1,14
MLP,2028,2025-11-23,53130.238263743755,3290.068363641755,56420.30662738551,84604.89211835683,757.3090867641162,5570.104921787616,24000.0,19440.0,36,1,15
MLP,2028,2025-11-24,53029.55413558715,1157.590894956334,54187.14503054348,84232.3813846136,299.4579808581055,5790.51609055862,24101.997762700463,19522.618187787375,28,1,14
MLP,2028,2025-11-25,53327.91033613849,1268.674922280924,54596.585258419414,84709.31284292015,342.2896731333489,4243.380606630301,24418.744435560708,19779.182992804173,26,1,13
MLP,2028,2025-11-26,53562.62915205001,1618.373666108253,55181.00281815826,85079.58680021705,426.75931494038605,4132.352288980478,24296.457593913794,19680.130651070176,25,1,13
MLP,2028,2025-11-27,54055.18684278408,894.7228744165684,54949.90971720065,85521.674315259,234.14791877460627,5323.732675055428,24479.983292867768,19828.786467222893,15,1,11
MLP,2028,2025-11-28,21077.954798920502,841.6316659582169,21919.586464878717,39898.20488792005,169.01900027215663,5371.902505377368,19863.59385692022,16089.511024105377,17,1,9
MLP,2028,2025-11-29,21485.106734902507,4554.553872103353,26039.66060700586,40523.043046428706,1604.9246230910812,3478.601339601869,19578.506473252208,15858.590243334287,43,1,10
MLP,2028,2025-11-30,54822.594900820535,2565.7231066445065,57388.318007465045,87016.82177263535,576.8617749811714,2630.522097616521,24833.333333333332,20115.0,40,1,20
MLP,2028,2025-12-01,56205.898837577755,15684.519865717924,71890.41870329568,88610.5187967934,4411.571986119119,2004.8297162458703,24833.333333333332,20115.0,76,1,8
MLP,2028,2025-12-02,58555.860029502786,10692.341148381469,69248.20117788426,91822.07362991563,2950.36394168197,1380.924194824287,25019.491719859525,20265.78829308621,92,1,21
MLP,2028,2025-12-03,60416.40796729457,3847.1191277789485,64263.52709507352,94299.03344373108,1233.4055267953095,3603.3077005372597,25086.224754328785,20319.842051006315,54,1,21
MLP,2028,2025-12-04,61973.482651834915,2140.3508129889915,64113.8334648239,96310.68428501609,622.8233008342673,5343.499871924837,25362.09981013441,20543.30084620887,33,1,19
MLP,2028,2025-12-05,25939.62736192,2753.172058712162,28692.799420632164,49264.60726555901,761.0423606421587,4648.244700266225,21398.827592640046,17333.050350038437,38,1,21
MLP,2028,2025-12-06,26321.588341641887,4409.078497171696,30730.666838813584,50107.6092214817,1492.0591512198862,3837.4494134875786,21566.25338182812,17468.66523928078,50,1,22
MLP,2028,2025-12-07,62149.79948732325,2177.311573348913,64327.11106067216,96903.38475035025,591.4399499016841,5021.356203612987,25372.56445599447,20551.777209355525,41,1,15
MLP,2028,2025-12-08,62290.32262778865,1094.7788615587529,63385.101489347406,97053.70433764721,313.770457654245,4671.280113076915,25520.966134515198,20671.982568957315,21,1,12
MLP,2028,2025-12-09,62531.49037609959,2269.9319538199406,64801.42232991953,97522.63867184208,502.99286196593073,5801.966221895331,25448.479185505337,20613.268140259323,34,1,16
MLP,2028,2025-12-10,62940.42395556203,1453.826530575396,64394.250486137425,97908.080126205,391.6955215295315,5069.720143297772,25486.510725105676,20644.0736873356,24,1,12
MLP,2028,2025-12-11,63552.09529847537,552.4284638735397,64104.52376234891,98561.31498263575,208.18214854150756,7931.5757645106005,25666.666666666664,20790.0,15,1,10
MLP,2028,2025-12-12,26932.370101675486,2983.453199138152,29915.823300813638,51012.529045673626,1072.49633923082,4282.923665897787,21514.148608806972,17426.46037313365,33,1,11
MLP,2028,2025-12-13,27537.766617087953,1388.9163689146965,28926.68298600265,52352.276437501234,344.5393391837365,4797.525798770712,21582.929445162787,17482.17285058186,22,1,13
MLP,2028,2025-12-14,63161.11357347795,1133.7697476911796,64294.88332116913,98426.55507671146,286.32213199896523,5082.058815306747,25537.35049159833,20685.25389819465,21,1,15
MLP,2028,2025-12-15,63194.78268646525,1937.914116017509,65132.69680248276,98449.67361613072,547.3507911930249,4677.211785107933,25527.65608183764,20677.401426288485,28,1,16
MLP,2028,2025-12-16,63227.31034483967,860.1348142120851,64087.44515905176,98524.17972404364,237.51267787536267,4492.183017680475,25533.779215290484,20682.361164385293,22,1,15
MLP,2028,2025-12-17,63499.41085109254,1191.170748037582,64690.58159913013,98981.6852732657,301.17005099947653,6281.161182563474,25314.98460544755,20505.137530412514,16,1,10
MLP,2028,2025-12-18,64021.59206407295,394.11708491252955,64415.70914898548,99380.91317759662,183.56871601906482,7366.46020804243,25430.2879942453,20598.533275338697,13,1,8
MLP,2028,2025-12-19,27585.714081488506,1229.648096209972,28815.362177698476,52269.814721027564,289.83952528636684,5582.469142242941,21414.70423195256,17345.91042788158,19,1,12
MLP,2028,2025-12-20,27657.90040978161,737.7573874654236,28395.657797247033,52456.38411213778,229.32582521066513,5724.340908037181,21605.35147005928,17500.33469074801,17,1,11
MLP,2028,2025-12-21,62889.18830191026,2749.188295549421,65638.37659745968,98135.53409075062,762.2120790439749,5007.85505930175,25537.417072769415,20685.30782894323,28,1,12
MLP,2028,2025-12-22,62920.15802131324,937.4112140600595,63857.5692353733,98198.96530310882,293.0949312932296,4725.372685435786,25417.160345436543,20587.8998798036,26,1,16
MLP,2028,2025-12-23,62703.262835023444,864.0457023429417,63567.308537366385,97932.5705433024,200.02614046598057,6064.777633506745,25314.35008909641,20504.623572168093,15,1,10
MLP,2028,2025-12-24,62214.03987690936,1772.4756144036664,63986.515491313025,97277.74179380068,457.73140313048316,5094.5254279946885,25191.518169841114,20405.1297175713,28,1,13
MLP,2028,2025-12-25,62950.67902510162,1269.2810218584182,64219.96004696004,97788.21549474105,466.2724996582498,5601.875138696432,25474.54906510281,20634.384742733277,24,1,11
MLP,2028,2025-12-26,26737.228175290442,2057.4651140034975,28794.69328929394,50857.792782692646,575.9959011924618,4365.639936907874,21371.191124441655,17310.664810797738,27,1,17
MLP,2028,2025-12-27,27139.34647887838,1047.5076855414993,28186.854164419878,51721.134671885884,309.0687299951966,4588.911500680589,21592.01491859906,17489.532084065235,25,1,16
MLP,2028,2025-12-28,62613.63232721186,921.4005594467606,63535.03288665862,97829.59050121783,205.58652855998662,6396.413888431958,25418.465217609828,20588.95682626396,17,1,11
MLP,2028,2025-12-29,61999.96430996043,949.0349689065265,62948.999278866955,96863.14910869708,227.2977992976384,4769.520822983738,25248.209570233263,20451.049751888942,19,1,12
MLP,2028,2025-12-30,61654.7431809521,1017.4331505312102,62672.17633148331,96570.78982226434,215.2555448541949,5765.8847726129015,25240.831550029747,20445.073555524097,12,1,7
MLP,2028,2025-12-31,61289.67325406242,3588.5653176393444,64878.23857170177,96100.22841331083,827.5080509212839,3534.106778319645,24985.29869778491,20238.09194520578,36,1,16
LSTM,2026,2025-02-01,24544.034819859255,671.3442091666677,25215.379029025924,47063.598150205755,123.00100000000012,8789.791233333332,21150.694650205758,17132.062666666665,8,1,4
LSTM,2026,2025-02-02,60527.76452976376,239.30474028333327,60767.06927004709,95683.95358765431,71.6536666666666,12632.515066666669,25088.495987654318,20321.68175,5,1,4
LSTM,2026,2025-02-03,57648.24070024666,1603.226994800004,59251.46769504666,91758.25843333334,348.110633333334,7171.119233333336,24833.333333333332,20115.0,18,1,8
LSTM,2026,2025-02-04,59747.4008702158,1142.6321131083325,60890.032983324134,94459.96234135801,357.35773333333304,8863.970466666666,25044.661358024692,20286.1757,12,1,7
LSTM,2026,2025-02-05,55254.53875467241,4730.048697966666,59984.587452639076,88584.36079485595,1069.036583333333,4329.785516666667,24079.920411522635,19504.735533333333,33,1,10
LSTM,2026,2025-02-06,57511.45191592352,1545.9612419666632,59057.41315789019,90897.07045658435,455.7514666666656,6408.88435,24594.107139917694,19921.22678333333,18,1,10
LSTM,2026,2025-02-07,23722.739077794256,890.2314143000019,24612.970492094257,45991.039757613165,162.21245000000027,10406.046533333334,20744.873724279834,16803.347716666667,11,1,7
LSTM,2026,2025-02-08,21458.815767386666,1405.452416849998,22864.268184236666,41420.698566666666,353.2375999999996,6368.2373499999985,20150.190000000002,16321.6539,21,1,13
LSTM,2026,2025-02-09,53160.3286747037,7281.724788483335,60442.05346318703,85026.24495946501,2030.1817666666668,2940.206949999999,24004.230576131686,19443.426766666664,51,1,17
LSTM,2026,2025-02-10,54847.24291186277,1534.999985766664,56382.24289762943,87541.42547469135,450.74796666666623,9036.457933333333,24363.568024691358,19734.490099999995,25,1,11
LSTM,2026,2025-02-11,55659.93592048499,988.2132694000024,56648.14918988499,88462.52534999998,197.22503333333395,8720.819916666664,24833.333333333332,20115.000000000004,18,1,10
LSTM,2026,2025-02-12,54864.30255322259,1521.1214484999991,56385.42400172259,87692.20834958849,374.1903999999996,8167.333283333333,24380.680699588476,19748.351366666666,19,1,13
LSTM,2026,2025-02-13,54447.4791872061,1603.6899515999999,56051.1691388061,87080.30620061728,438.58946666666657,11505.934266666667,24649.907283950615,19966.424899999998,28,1,16
LSTM,2026,2025-02-14,20115.63902896142,2391.1391660416657,22506.778195003088,38637.32846995885,783.6917499999997,5783.6388,20187.261069958848,16351.681466666667,35,1,14
LSTM,2026,2025-02-15,19848.71851160611,2710.4019250833326,22559.12043668944,38236.732238888886,820.077233333333,6145.892366666666,19109.610555555555,15478.78455,42,1,18
LSTM,2026,2025-02-16,53701.6573689374,2128.5095231999976,55830.16689213739,86230.39454855966,559.2925166666666,6768.3670833333335,24441.794115226334,19797.853233333335,34,1,18
LSTM,2026,2025-02-17,49885.58438823587,1811.9763906333321,51697.5607788692,80689.77664067078,500.74194999999975,5554.567166666667,23432.043459670782,18979.95520233333,27,1,15
LSTM,2026,2025-02-18,50670.13945905361,1650.5977834416626,52320.73724249527,81508.6688605,484.65481666666597,5484.114550000001,23251.691283333334,18833.8699395,26,1,17
LSTM,2026,2025-02-19,50701.07848225727,2830.0052764083316,53531.0837586656,81375.70188513375,856.8959166666662,4877.190833333334,23558.31360596708,19082.234020833333,37,1,15
LSTM,2026,2025-02-20,47659.151813135,6662.434934533336,54321.586747668334,77524.245554,1703.6669500000005,3818.4257499999994,23243.963266666666,18827.610246,46,1,22
LSTM,2026,2025-02-21,19155.59953976969,1066.1547495416648,20221.754289311353,36705.995061934154,341.39551666666614,7947.29275,18630.714711934153,15090.878916666665,26,1,17
LSTM,2026,2025-02-22,19127.977143773518,1703.3915514750033,20831.368695248522,36552.14891995885,453.0103000000009,5712.589820987652,18146.350082304525,14698.543566666664,25,1,14
LSTM,2026,2025-02-23,50537.05942607079,1715.592337350001,52252.651763420785,81689.55297866666,554.1605,6310.093733333332,23167.1898,18765.423737999998,28,1,14
LSTM,2026,2025-02-24,47519.47670469144,1861.944860624998,49381.42156531644,77630.88418168724,422.93718333333277,5467.858666666667,23068.047798353913,18685.118716666664,26,1,15
LSTM,2026,2025-02-25,48240.89871594505,1506.2173585499988,49747.11607449505,78549.45041716666,408.4847999999996,8715.372983333333,23269.67895,18848.439949499996,22,1,12
LSTM,2026,2025-02-26,49035.29989866077,1708.091001483333,50743.390900144106,79225.53629783333,498.5369999999997,6491.718066666666,23250.03788333333,18832.5306855,22,1,13
LSTM,2026,2025-02-27,47317.34671559419,4444.087845874998,51761.434561469185,77117.34259567902,1001.2950166666664,6862.345366666668,22630.04234567901,18330.3343,29,1,10
LSTM,2026,2025-02-28,18370.561865714626,1367.9282442499964,19738.490109964623,35650.35795452675,341.86166666666577,9261.057591999997,18097.72883786008,14659.160358666666,20,1,13
LSTM,2026,2025-03-01,18599.12463999012,1581.8306419583341,20180.955281948456,35750.75541872428,357.8742666666669,9075.23090432099,17761.22551440329,14386.592666666662,16,1,11
LSTM,2026,2025-03-02,47650.1644553895,14683.687547341664,62333.85200273117,77837.31220246913,3497.4940499999993,4612.026766666668,22970.9074691358,18606.43505,46,1,12
LSTM,2026,2025-03-03,45914.3299297628,18097.15689526667,64011.48682502947,74996.9833117284,4340.600816666669,3006.789583333334,22703.410061728388,18389.762149999995,69,1,16
LSTM,2026,2025-03-04,44920.982501733575,12462.491468950007,57383.47397068358,73359.36674279833,3474.813116666669,3440.469916666666,22075.010576131688,17880.758566666667,55,1,13
